Access: license=Not specified & Target audience=researchers & Situation/Task=data visualization & Scope: Formats=json & Scope: Formats=mpeg-a & Situation/Task=music analysis,Access: Public & Resource type=Format & Access: license=Open Access & Scope: Formats=musicxml & Access: Free/Charged=Free & Target audience=scholars & Target audience=amateurs & Type: Specification & Target audience=performers & Purpose: Learning & Situation/Task=music annotation & Format: Interoperable?,0.25,1
Access: license=Not specified & Scope: Formats=musicxml & Target audience=scholars & Target audience=amateurs & Target audience=performers & Purpose: Learning & Scope: Formats=mpeg-a & Situation/Task=music analysis,Access: Public & Resource type=Format & Type: Specification & Access: license=Open Access & Target audience=researchers & Scope: Formats=json & Access: Free/Charged=Free & Situation/Task=data visualization & Situation/Task=music annotation & Format: Interoperable?,0.25,1
Access: license=Open Access & Scope: Formats=musicxml & Situation/Task=data visualization & Target audience=scholars & Target audience=amateurs & Target audience=performers & Scope: Formats=json & Situation/Task=music annotation,Access: Public & Resource type=Format & Type: Specification & Access: license=Not specified & Target audience=researchers & Purpose: Learning & Scope: Formats=mpeg-a & Access: Free/Charged=Free & Situation/Task=music analysis & Format: Interoperable?,0.25,1
Access: license=Open Access & Scope: Formats=musicxml & Target audience=scholars & Target audience=amateurs & Target audience=performers & Situation/Task=music annotation,Access: Public & Resource type=Format & Type: Specification & Purpose: Learning & Access: Free/Charged=Free & Format: Interoperable?,0.25,0.5
Scope: Formats=musicxml & Target audience=scholars & Target audience=amateurs & Target audience=performers & Purpose: Learning,Access: Public & Resource type=Format & Type: Specification & Access: license=Open Access & Access: Free/Charged=Free & Situation/Task=music annotation & Format: Interoperable?,0.25,0.5
Access: license=Open Access & Scope: Formats=json & Situation/Task=data visualization & Situation/Task=music annotation,Access: Public & Resource type=Format & Type: Specification & Target audience=researchers & Access: Free/Charged=Free & Format: Interoperable?,0.25,0.5
Target audience=researchers & Scope: Formats=json & Situation/Task=data visualization,Access: Public & Resource type=Format & Type: Specification & Access: license=Open Access & Access: Free/Charged=Free & Situation/Task=music annotation & Format: Interoperable?,0.25,0.5
Access: license=Not specified & Purpose: Learning & Scope: Formats=mpeg-a & Situation/Task=music analysis,Access: Public & Resource type=Format & Type: Specification & Target audience=researchers & Access: Free/Charged=Free & Format: Interoperable?,0.25,0.5
Access: license=Not specified & Target audience=researchers & Scope: Formats=mpeg-a & Situation/Task=music analysis,Access: Public & Resource type=Format & Type: Specification & Purpose: Learning & Access: Free/Charged=Free & Format: Interoperable?,0.25,0.5
Purpose: Learning,Access: Public & Resource type=Format & Type: Specification & Access: Free/Charged=Free & Format: Interoperable?,0.5,0.667
Access: license=Open Access & Situation/Task=music annotation,Access: Public & Resource type=Format & Type: Specification & Access: Free/Charged=Free & Format: Interoperable?,0.5,0.667
Target audience=researchers,Access: Public & Resource type=Format & Type: Specification & Access: Free/Charged=Free & Format: Interoperable?,0.5,0.667
